City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
264,kastamonu,41.5,33.67,40.66,64,100,3.27,TR,1583374924
265,fortuna,40.6,-124.16,52.0,93,1,6.93,US,1583374924
266,canar,-2.55,-78.93,60.8,77,75,6.93,EC,1583374924
267,ribeira grande,38.52,-28.7,54.54,72,14,9.64,PT,1583374924
268,abu zabad,12.35,29.25,70.93,9,0,10.36,SD,1583374924
269,berlevag,70.86,29.09,23.4,71,80,21.99,NO,1583374925
270,lefka,35.11,32.85,60.8,62,100,9.17,CY,1583374925
271,zhadovka,53.57,46.95,27.9,97,84,7.4,RU,1583374925
272,henderson,36.04,-114.98,69.8,23,1,8.05,US,1583374762
273,adre,13.47,22.2,69.21,19,0,7.09,TD,1583374925
274,uporovo,56.31,66.27,10.09,90,0,8.32,RU,1583374925
275,alofi,-19.06,-169.92,84.2,79,75,6.93,NU,1583374925
276,tam ky,15.57,108.48,77.0,83,75,6.93,VN,1583374925
277,norrkoping,58.59,16.18,35.6,93,33,5.82,SE,1583374925
278,snasa,64.25,12.38,11.79,94,100,4.54,NO,1583374925
279,dunedin,-45.87,170.5,52.47,74,0,8.05,NZ,1583374925
280,provideniya,64.38,-173.3,14.0,61,0,4.03,RU,1583374925
281,bubaque,11.28,-15.83,80.73,65,0,4.7,GW,1583374926
282,brae,60.4,-1.35,41.0,93,97,9.17,GB,1583374926
283,bud,39.45,-86.18,45.0,60,20,8.05,US,1583374926
284,riyadh,24.69,46.72,53.6,32,0,2.24,SA,1583374673
285,saint-pierre,-21.34,55.48,78.8,100,90,4.7,RE,1583374903
286,karratha,-20.74,116.85,86.83,66,0,6.2,AU,1583374926
287,san vicente,-26.62,-54.13,64.69,60,0,3.65,AR,1583374926
288,the pas,53.83,-101.25,23.0,79,90,6.93,CA,1583374926
289,cooma,-36.23,149.13,62.6,100,90,18.34,AU,1583374926
290,san juan,-31.54,-68.54,83.82,30,52,8.25,AR,1583374688
291,mariinsk,56.21,87.75,25.18,83,100,21.47,RU,1583374926
292,kuito,-12.38,16.93,61.84,80,94,4.14,AO,1583374927
293,antofagasta,-23.65,-70.4,66.2,77,75,12.75,CL,1583374656
294,san jose,37.34,-121.89,72.0,43,40,10.29,US,1583374864
295,tura,25.52,90.22,73.24,58,83,4.07,IN,1583374927
296,gunjur,13.2,-16.73,75.2,60,0,4.83,GM,1583374927
297,ilabaya,-17.42,-70.51,62.85,90,37,4.88,PE,1583374927
298,uvalde,29.37,-99.77,60.01,58,1,12.75,US,1583374927
299,hasaki,35.73,140.83,52.0,57,75,13.87,JP,1583374927
300,portland,45.52,-122.68,53.6,40,1,1.81,US,1583374637
301,andra,62.51,65.89,10.06,80,19,13.38,RU,1583374927
302,sisimiut,66.94,-53.67,-1.5,40,97,5.44,GL,1583374927
303,kloulklubed,7.04,134.26,82.4,83,90,11.41,PW,1583374927
304,megara,38.0,23.35,54.0,81,20,3.36,GR,1583374928
305,coahuayana,18.73,-103.68,71.6,73,40,4.59,MX,1583374928
306,miri,4.41,114.01,77.0,100,90,3.36,MY,1583374928
307,ranot,7.78,100.32,81.46,76,81,10.56,TH,1583374928
308,taoudenni,22.68,-3.98,72.43,15,0,10.13,ML,1583374928
309,phuket,8.0,98.25,84.2,66,20,6.93,TH,1583374917
310,te anau,-45.42,167.72,54.43,48,0,2.33,NZ,1583374928
311,belyy yar,53.6,91.39,30.2,68,37,15.66,RU,1583374928
312,kapit,2.02,112.93,73.81,99,100,0.63,MY,1583374928
313,bayeux,-7.12,-34.93,78.8,88,20,2.24,BR,1583374928
314,bambous virieux,-20.34,57.76,79.0,100,40,11.23,MU,1583374928
315,kodiak,57.79,-152.41,19.4,48,1,26.4,US,1583374858
316,nueve de julio,-35.44,-60.88,77.0,55,0,6.64,AR,1583374928
317,saint-georges,12.06,-61.75,78.8,78,20,20.8,GD,1583374929
318,santa isabel do rio negro,-0.41,-65.02,75.07,97,100,1.25,BR,1583374929
319,trinidad,-14.83,-64.9,77.31,75,2,2.53,BO,1583374929
320,jauja,-11.78,-75.5,42.55,92,100,2.06,PE,1583374929
321,meiktila,20.87,95.87,82.42,25,1,7.63,MM,1583374929
322,pisco,-13.7,-76.22,73.99,78,75,16.11,PE,1583374929
323,bandarbeyla,9.49,50.81,77.38,64,0,7.0,SO,1583374929
324,sochi,43.6,39.73,55.0,57,100,8.95,RU,1583374929
325,mersing,2.43,103.84,84.2,79,40,5.82,MY,1583374929
326,colesberg,-30.72,25.1,66.13,46,0,1.86,ZA,1583374929
327,arlit,18.74,7.39,68.56,8,0,5.08,NE,1583374929
328,port hedland,-20.32,118.57,93.2,52,0,6.93,AU,1583374930
329,mayo,38.89,-76.51,57.2,55,75,4.7,US,1583374693
330,fontem,5.47,9.88,67.3,80,88,2.66,CM,1583374930
331,usinsk,65.99,57.53,5.07,96,45,11.43,RU,1583374930
332,quatre cocos,-20.21,57.76,79.0,100,40,9.1,MU,1583374930
333,lagoa,39.05,-27.98,58.68,68,2,13.31,PT,1583374930
334,luanda,-8.84,13.23,77.0,88,20,2.24,AO,1583374930
335,tuy hoa,13.08,109.3,78.4,80,100,12.08,VN,1583374930
336,thinadhoo,0.53,72.93,82.76,75,92,10.92,MV,1583374725
337,am timan,11.03,20.28,73.87,16,6,4.74,TD,1583374930
338,lorengau,-2.02,147.27,84.81,68,97,8.79,PG,1583374930
339,camana,-16.62,-72.71,67.03,84,100,3.44,PE,1583374930
340,boende,-0.22,20.87,74.97,74,27,2.51,CD,1583374931
341,tornabe,15.75,-87.55,82.4,78,5,3.67,HN,1583374931
342,poya,-21.35,165.15,81.39,74,47,9.62,NC,1583374931
343,kahului,20.89,-156.47,80.6,65,40,9.17,US,1583374879
344,caravelas,-17.71,-39.25,81.55,84,100,17.11,BR,1583374931
345,gamba,-2.65,10.0,78.4,91,100,3.2,GA,1583374931
346,prado,-17.34,-39.22,81.55,84,100,17.11,BR,1583374931
347,banjar,-8.19,114.97,82.4,94,40,5.82,ID,1583374931
348,buin,-33.73,-70.75,75.2,41,0,6.93,CL,1583374931
349,geraldton,-28.77,114.6,82.4,51,31,16.11,AU,1583374931
350,san isidro,-12.12,-77.05,73.4,83,100,12.75,PE,1583374931
351,batagay-alyta,67.8,130.41,-0.63,84,100,4.72,RU,1583374931
352,venado tuerto,-33.75,-61.97,71.01,72,0,6.26,AR,1583374931
353,san pedro,14.35,121.02,87.01,62,20,6.93,PH,1583374932
354,port blair,11.67,92.75,80.67,75,8,9.57,IN,1583374823
355,sorgun,39.81,35.19,42.13,50,89,5.14,TR,1583374932
356,sibu,2.3,111.82,75.2,88,90,3.36,MY,1583374912
357,roald,62.58,6.13,37.4,86,87,3.36,NO,1583374932
358,lata,40.16,-8.33,61.0,87,40,11.41,PT,1583374932
359,tshane,-24.02,21.87,66.58,59,10,6.15,BW,1583374932
360,plettenberg bay,-34.05,23.37,67.77,73,0,4.68,ZA,1583374932
361,gimli,50.63,-96.99,30.0,99,100,7.0,CA,1583374683
362,bam,29.11,58.36,49.75,37,0,13.02,IR,1583374932
363,cassilandia,-19.11,-51.73,68.4,95,0,2.86,BR,1583374932
364,fairbanks,64.84,-147.72,-7.6,63,20,1.43,US,1583374932
365,vilkaviskis,54.65,23.03,36.79,86,100,4.38,LT,1583374933
366,grindavik,63.84,-22.43,30.2,86,75,10.29,IS,1583374933
367,inuvik,68.35,-133.72,-14.8,68,75,9.17,CA,1583374779
368,lompoc,34.64,-120.46,59.0,87,1,6.93,US,1583374886
369,mareeba,-17.0,145.43,91.99,70,79,10.29,AU,1583374933
370,sola,-13.88,167.55,84.09,69,19,10.13,VU,1583374933
371,juneau,58.3,-134.42,37.4,74,90,16.11,US,1583374933
372,weihai,37.5,122.11,36.18,47,0,6.22,CN,1583374933
373,awbari,26.59,12.78,54.32,35,0,6.46,LY,1583374933
374,pinyug,60.25,47.78,6.55,95,15,5.19,RU,1583374933
375,ko samui,9.54,99.94,86.0,70,20,11.41,TH,1583374708
376,leshan,29.56,103.76,65.23,42,37,1.45,CN,1583374678
377,burgeo,47.62,-57.62,33.4,96,100,39.03,CA,1583374934
378,tigzirt,36.89,4.12,60.4,76,91,6.38,DZ,1583374934
379,takoradi,4.88,-1.76,78.17,94,84,3.44,GH,1583374934
380,beyneu,45.32,55.2,41.52,93,97,5.37,KZ,1583374934
381,aloleng,16.13,119.78,88.84,43,100,8.5,PH,1583374934
382,coihaique,-45.58,-72.07,57.2,82,0,4.7,CL,1583374934
383,acapulco,16.86,-99.89,82.4,74,20,10.29,MX,1583374736
384,ostrovnoy,68.05,39.51,10.18,81,33,12.8,RU,1583374934
385,ahmadpur,18.7,76.93,74.23,27,0,10.27,IN,1583374934
386,mandera,3.94,41.87,76.1,66,39,10.78,KE,1583374934
387,iqaluit,63.75,-68.51,3.2,77,90,14.99,CA,1583374935
388,sterling,39.01,-77.43,57.2,40,1,6.93,US,1583374880
389,tezu,27.92,96.17,72.86,36,13,2.89,IN,1583374935
390,tual,-5.67,132.75,80.91,88,79,20.18,ID,1583374935
391,santa rita do sapucai,-22.25,-45.7,58.86,97,1,3.51,BR,1583374935
392,nan,18.83,100.67,73.4,88,40,4.68,TH,1583374935
393,cap malheureux,-19.98,57.61,79.0,100,40,6.4,MU,1583374935
394,denpasar,-8.65,115.22,82.4,94,40,5.82,ID,1583374860
395,emerald,-23.53,148.17,88.0,66,75,11.41,AU,1583374935
396,visby,57.64,18.3,39.0,93,44,10.29,SE,1583374935
397,marzuq,14.4,46.47,62.98,56,0,1.25,YE,1583374935
398,oranjemund,-28.55,16.43,65.68,87,0,7.54,NA,1583374935
399,emporia,38.4,-96.18,48.2,48,1,8.05,US,1583374935
400,ayan,56.45,138.17,7.18,91,100,3.53,RU,1583374936
401,tambura,5.6,27.47,68.59,22,43,2.62,SS,1583374936
402,linares,-35.85,-71.6,60.08,36,66,1.23,CL,1583374696
403,filingue,14.35,3.32,74.44,9,0,8.25,NE,1583374936
404,hwange,-18.37,26.5,64.58,89,98,2.73,ZW,1583374936
405,oranjestad,12.52,-70.03,80.6,74,40,21.92,AW,1583374936
406,verkhoyansk,67.54,133.38,-2.15,73,100,4.94,RU,1583374936
407,havoysund,71.0,24.66,23.0,62,99,26.4,NO,1583374936
408,mount gambier,-37.83,140.77,66.2,68,90,11.41,AU,1583374936
409,katobu,-4.94,122.53,82.09,83,99,5.57,ID,1583374936
410,darhan,49.49,105.92,11.88,80,0,1.7,MN,1583374937
411,slupsk,54.46,17.03,33.19,92,0,6.98,PL,1583374937
412,vostok,46.49,135.88,22.86,89,100,4.76,RU,1583374937
413,san carlos de bariloche,-41.15,-71.31,64.4,48,18,8.05,AR,1583374638
414,marrakesh,31.63,-8.01,60.8,59,0,2.24,MA,1583374920
415,rafraf,37.19,10.18,55.4,76,20,14.99,TN,1583374937
416,maple creek,49.92,-109.48,31.33,71,54,13.96,CA,1583374937
417,kununurra,-15.77,128.73,87.8,58,15,10.29,AU,1583374937
418,weiser,44.25,-116.97,57.2,24,1,4.59,US,1583374937
419,barcelos,41.54,-8.62,59.0,93,75,20.8,PT,1583374902
420,saint-joseph,-21.37,55.62,78.8,100,90,4.7,RE,1583374937
421,yanam,16.73,82.22,75.2,73,20,9.17,IN,1583374937
422,dourados,-22.22,-54.81,67.86,76,0,4.83,BR,1583374937
423,qasigiannguit,68.82,-51.19,-13.0,62,46,2.24,GL,1583374938
424,xinglongshan,43.96,125.47,26.6,53,0,17.9,CN,1583374938
425,maldonado,-34.67,-54.92,68.0,88,0,11.41,UY,1583374938
426,priargunsk,50.37,119.1,2.73,92,100,2.62,RU,1583374938
427,honningsvag,70.98,25.97,25.02,67,83,26.46,NO,1583374938
428,tongling,30.95,117.78,51.53,50,0,14.9,CN,1583374938
429,sobolevo,54.43,31.9,43.38,94,100,13.42,RU,1583374938
430,hervey bay,-25.3,152.85,90.0,65,90,11.41,AU,1583374938
431,san patricio,19.22,-104.7,78.8,74,40,13.82,MX,1583374938
432,pafos,34.77,32.42,60.8,62,100,9.17,CY,1583374826
433,chernyshevskiy,63.01,112.47,10.02,94,100,5.59,RU,1583374938
434,batemans bay,-35.72,150.18,71.01,100,100,4.52,AU,1583374938
435,saint-augustin,51.23,-58.65,31.42,94,100,30.49,CA,1583374939
436,devils lake,48.11,-98.87,37.4,88,40,20.8,US,1583374939
437,klaksvik,62.23,-6.59,39.2,64,100,11.41,FO,1583374939
438,russell,32.35,-85.2,55.99,87,90,5.82,US,1583374939
439,xiaoshi,41.3,124.12,30.2,58,16,6.71,CN,1583374939
440,bulgan,48.81,103.53,18.54,75,6,6.96,MN,1583374939
441,sivas,39.79,37.0,33.8,69,51,16.11,TR,1583374939
442,tambacounda,13.75,-13.76,80.6,13,0,6.93,SN,1583374939
443,togur,58.36,82.83,14.56,95,57,5.75,RU,1583374939
444,jose bonifacio,-21.05,-49.69,77.0,61,0,3.36,BR,1583374939
445,smidovich,48.6,133.82,19.58,86,0,3.8,RU,1583374939
446,ixtapa,20.7,-105.2,80.6,54,90,3.36,MX,1583374940
447,algarrobo,10.19,-74.58,79.0,80,89,4.25,CO,1583374940
448,feira de santana,-12.27,-38.97,74.57,87,0,3.65,BR,1583374940
449,yeniseysk,58.45,92.17,29.03,87,100,13.96,RU,1583374940
450,ondo,7.1,4.83,76.59,96,62,2.93,NG,1583374940
451,galesong,-5.32,119.37,80.6,88,40,3.36,ID,1583374940
452,gawler,-34.6,138.73,70.0,60,75,13.87,AU,1583374940
453,huautla,21.03,-98.28,67.28,97,80,7.56,MX,1583374940
454,rampura,30.25,75.23,61.7,74,77,18.32,IN,1583374940
455,sambava,-14.27,50.17,71.74,81,100,2.95,MG,1583374940
456,amapa,1.0,-52.0,70.03,98,4,3.02,BR,1583374940
457,oktyabrskoye,43.06,44.74,45.52,28,22,3.71,RU,1583374940
458,naze,28.37,129.48,57.2,71,75,13.87,JP,1583374940
459,canyon lake,29.88,-98.26,59.0,87,90,14.99,US,1583374941
460,spirit river,55.78,-118.84,28.4,54,40,16.11,CA,1583374941
461,jining,35.41,116.58,48.0,18,0,13.15,CN,1583374722
462,kasempa,-13.46,25.83,63.43,99,100,5.57,ZM,1583374941
463,ossora,59.24,163.07,7.61,69,18,1.52,RU,1583374941
464,poum,-20.23,164.02,81.79,78,38,19.1,NC,1583374941
465,seydi,39.48,62.91,38.21,54,76,8.23,TM,1583374941
466,port-gentil,-0.72,8.78,82.24,79,100,8.55,GA,1583374941
467,ternate,0.8,127.4,84.2,76,100,5.03,ID,1583374941
468,cermik,38.14,39.45,32.0,68,100,2.24,TR,1583374941
469,bijie,27.31,105.29,45.81,81,91,3.91,CN,1583374942
470,tottori,35.5,134.23,44.6,64,40,33.33,JP,1583374728
471,la orilla,17.98,-102.23,71.31,87,64,3.04,MX,1583374942
472,prabumulih,-3.45,104.25,73.76,94,100,3.51,ID,1583374910
473,chimore,-16.98,-65.13,75.56,71,38,2.35,BO,1583374845
474,lucknow,26.85,80.92,62.6,93,75,3.76,IN,1583374821
475,saint-francois,46.42,3.91,44.6,93,100,5.82,FR,1583374942
476,araouane,18.9,-3.53,74.3,11,0,10.58,ML,1583374942
477,abonnema,4.71,6.79,78.8,94,20,5.35,NG,1583374942
478,tateyama,34.98,139.87,57.2,44,20,13.87,JP,1583374942
479,changli,39.7,119.15,57.99,29,0,14.38,CN,1583374943
480,tomatlan,19.93,-105.25,64.9,85,97,1.03,MX,1583374943
481,san ramon de la nueva oran,-23.13,-64.33,77.0,87,44,2.53,AR,1583374943
482,livani,56.35,26.18,37.99,93,100,4.76,LV,1583374943
483,biloela,-24.42,150.5,86.34,60,94,14.54,AU,1583374943
484,vlore,40.47,19.49,47.07,74,89,4.21,AL,1583374943
485,kaitangata,-46.28,169.85,53.28,70,0,8.81,NZ,1583374943
486,boo,59.33,18.28,35.01,88,86,8.05,SE,1583374943
487,bonham,33.58,-96.18,53.6,76,90,5.82,US,1583374943
488,palmer,42.16,-72.33,46.4,48,20,17.22,US,1583374766
489,vaxjo,56.88,14.81,37.0,100,89,9.17,SE,1583374943
490,hamilton,39.18,-84.53,46.99,49,1,9.17,US,1583374943
491,brigantine,39.41,-74.36,54.0,37,90,5.82,US,1583374944
492,tehachapi,35.13,-118.45,73.99,35,1,6.93,US,1583374944
493,mehamn,71.04,27.85,12.7,84,86,19.66,NO,1583374944
494,cabedelo,-6.98,-34.83,78.8,88,20,2.24,BR,1583374944
495,kyra,49.58,111.98,15.01,80,100,1.66,RU,1583374944
496,atambua,-9.11,124.89,82.76,70,41,4.94,ID,1583374944
497,adelaide,-34.93,138.6,70.0,60,75,12.75,AU,1583374839
498,san quintin,30.48,-115.95,36.0,37,40,11.99,MX,1583374944
499,bom jesus,-9.07,-44.36,72.66,96,99,8.46,BR,1583374944
500,sant feliu de guixols,41.78,3.03,53.01,100,20,2.24,ES,1583374944
501,yarada,17.65,83.27,73.4,83,20,2.24,IN,1583374944
502,auki,-8.77,160.7,85.53,71,98,4.29,SB,1583374944
503,bardsir,29.92,56.57,28.4,54,0,4.7,IR,1583374945
504,kailua,21.4,-157.74,82.4,69,75,8.59,US,1583374945
505,banda aceh,5.56,95.32,85.33,64,100,3.96,ID,1583374945
506,port lincoln,-34.73,135.87,64.18,61,100,10.89,AU,1583374945
507,egvekinot,66.32,-179.17,-6.77,94,7,4.76,RU,1583374945
508,lafia,8.48,8.52,77.76,32,2,1.43,NG,1583374945
509,padang,-0.95,100.35,77.05,81,100,3.65,ID,1583374945
510,conceicao do araguaia,-8.26,-49.26,75.2,100,100,1.12,BR,1583374945
511,fria,10.42,-13.58,65.64,91,16,1.19,GN,1583374945
512,roma,43.21,-75.46,35.01,86,90,9.17,US,1583374889
513,waqqas,32.54,35.61,61.0,56,21,4.0,JO,1583374945
514,mwinilunga,-11.74,24.43,59.61,97,36,1.9,ZM,1583374945
515,broceni,56.7,22.53,36.73,92,100,6.89,LV,1583374946
516,tamiahua,21.27,-97.45,73.96,81,67,22.19,MX,1583374946
517,hidalgotitlan,17.78,-94.63,87.8,43,5,11.41,MX,1583374946
518,mattru,7.62,-11.83,76.59,92,3,0.51,SL,1583374946
519,bengbu,32.94,117.36,48.76,47,0,11.95,CN,1583374946
520,maridi,4.92,29.47,72.1,33,50,4.72,SS,1583374946
521,malvern,34.36,-92.81,57.2,47,20,6.93,US,1583374946
522,kirakira,-10.45,161.92,84.31,76,12,0.65,SB,1583374946
523,teguise,29.06,-13.56,62.6,88,45,10.29,ES,1583374946
524,baruun-urt,46.68,113.28,22.24,70,100,11.23,MN,1583374946
525,upata,8.01,-62.4,71.19,78,41,7.85,VE,1583374946
526,iturama,-19.73,-50.2,69.01,94,0,3.22,BR,1583374946
527,blagoyevo,63.37,47.92,3.16,96,0,2.51,RU,1583374947
528,la rioja,42.25,-2.5,50.0,87,99,1.12,ES,1583374947
529,novyy nekouz,57.9,38.07,33.31,88,100,11.99,RU,1583374947
530,galveston,29.37,-94.97,62.01,82,90,8.05,US,1583374947
